sample,nIGH,nIGK,nIGL,nTCRA,nTCRB,nTCRD,nTCRG, loadIGH,loadIGK,loadIGL,loadTCRA,loadTCRB,loadTCRD,loadTCRG,alphaIGH,alphaIGK,alphaIGL,alphaTCRA,alphaTCRB,alphaTCRD,alphaTCRG
4253cc98-350d-4c54-a98c-113d15cf6381_gdc_realn_rehead,1,0,1,11,0,0,0,2,0,2,63,0,0,0,-0.0,0,-0.0,1.9869991147704917,0,0,0
426159a8-d17a-4770-91ac-578ecdf46b8d_gdc_realn_rehead,3,0,1,13,1,1,0,16,0,2,109,2,10,0,0.9743147528693494,0,-0.0,1.642530170156618,-0.0,-0.0,0
42722360-9f14-453c-851e-aadc068affcc_gdc_realn_rehead,3,1,1,13,0,0,0,25,10,2,502,0,0,0,0.7174352514213597,-0.0,-0.0,0.8518810366391727,0,0,0
42da1d41-a034-4c87-af13-615a6d94d0bb_gdc_realn_rehead,2,3,0,9,0,1,0,6,6,0,194,0,2,0,0.6365141682948128,1.0986122886681096,0,0.6946142266417827,0,-0.0,0
42de85be-ae4e-47c9-97d9-1b92f1f4569a_gdc_realn_rehead,1,0,1,5,0,0,0,2,0,4,23,0,0,0,-0.0,0,-0.0,1.1282798480590317,0,0,0
4340a3f4-4b56-432a-949a-655b5f74c2f7_gdc_realn_rehead,1,2,1,7,0,0,0,4,13,2,90,0,0,0,-0.0,0.4293230219306162,-0.0,1.0811453037641203,0,0,0
44923b77-7082-4567-9712-1f05207b94d6_gdc_realn_rehead,2,1,2,19,0,1,0,21,2,7,920,0,2,0,0.5982695885852573,-0.0,0.5982695885852573,0.9357377576742074,0,-0.0,0
44ab1da4-a195-4f76-a012-393e3fdb5611_gdc_realn_rehead,1,2,0,10,0,2,0,8,8,0,589,0,12,0,-0.0,0.5623351446188083,0,0.5795948713038533,0,0.45056120886630463,0
455a3e8d-2074-41af-b082-0fbede72aeea_gdc_realn_rehead,1,0,0,7,0,0,0,75,0,0,187,0,0,0,-0.0,0,0,1.1238798216037964,0,0,0
4585dd6a-7829-4919-8b36-25d94983144c_gdc_realn_rehead,1,0,0,4,0,0,0,2,0,0,77,0,0,0,-0.0,0,0,0.35927094973299467,0,0,0
45d24c12-1c69-4b02-8ba2-290a11857a02_gdc_realn_rehead,1,0,0,6,0,0,0,6,0,0,173,0,0,0,-0.0,0,0,0.5010951527522686,0,0,0
45e0344b-87be-4fe9-b4fc-241bde6bbf4f_gdc_realn_rehead,3,1,1,7,0,0,0,10,11,7,161,0,0,0,0.9502705392332347,-0.0,-0.0,0.6617543145217994,0,0,0
45e61125-c532-4188-85bc-847258e516ed_gdc_realn_rehead,0,1,1,11,0,0,0,0,10,2,183,0,0,0,0,-0.0,-0.0,1.0988496575296791,0,0,0
4710fc26-1185-4436-b315-db0380bd9080_gdc_realn_rehead,4,4,1,11,0,0,0,52,19,10,1021,0,0,0,1.1199879890233475,1.2469826398977568,-0.0,0.7444818531496054,0,0,0
4741c9f3-fed1-46ca-836b-264bdb905e89_gdc_realn_rehead,5,1,3,9,0,1,0,182,8,7,609,0,25,0,0.538528576794404,-0.0,1.0789922078775833,0.790410139695842,0,-0.0,0
47cea585-0a27-424c-a716-69df89183ca4_gdc_realn_rehead,2,1,0,10,1,0,0,5,40,0,169,3,0,0,0.6730116670092565,-0.0,0,0.8183631395538425,-0.0,0,0
47f72c27-1e68-46f1-8df8-8dcf698f058e_gdc_realn_rehead,6,2,2,14,0,0,0,90,19,19,1331,0,0,0,1.4582429539968418,0.6806294878916634,0.6236548495681085,0.6512709785160118,0,0,0
495752ac-1048-48c3-9791-623dbd116a1a_gdc_realn_rehead,2,2,2,6,0,1,0,4,4,11,173,0,14,0,0.6931471805599453,0.6931471805599453,0.47413931305783735,0.9400187929001436,0,-0.0,0
49ba6931-e906-45e7-9701-9f2b0b6e4df4_gdc_realn_rehead,9,2,3,15,0,1,0,219,55,57,2414,0,5,0,1.2593896973213858,0.15621017106188279,0.40349724898297,0.4050986968058069,0,-0.0,0
4a1266ef-4c35-48ce-ad81-2bb25f773ac9_gdc_realn_rehead,1,5,0,5,0,1,0,9,16,0,365,0,53,0,-0.0,1.5437891850588954,0,0.23312091701042273,0,-0.0,0
4aa332e6-b4ab-4f56-be49-e8170c64447c_gdc_realn_rehead,3,2,1,8,0,1,0,12,4,2,176,0,2,0,0.9596147939120492,0.6931471805599453,-0.0,0.9200292258272686,0,-0.0,0
4b71505f-f386-434f-9d99-a0741ae09ae2_gdc_realn_rehead,8,3,1,24,0,1,0,97,29,4,923,0,37,0,1.2315477751161172,0.4967963698504464,-0.0,1.4852517959249991,0,-0.0,0
4c09855d-67c2-46ea-83dc-af80ec3dfeee_gdc_realn_rehead,10,3,4,23,0,1,0,152,11,79,1810,0,48,0,1.5156505801612146,1.0361987848192837,0.8826438898287554,0.8312336839011497,0,-0.0,0
4c38482a-1651-4e55-816e-acb01999a202_gdc_realn_rehead,5,2,1,12,0,0,0,25,10,235,485,0,0,0,1.2058832830933055,0.6730116670092565,-0.0,0.7009619510065224,0,0,0
4c60278c-54a5-4b8c-9ae6-c8cdd5c9ddc0_gdc_realn_rehead,2,0,2,5,0,1,0,9,0,4,61,0,2,0,0.6869615765973234,0,0.6931471805599453,0.7139106952531313,0,-0.0,0
4d8bf6c2-5bfa-4ac3-945b-52522a7a0cf9_gdc_realn_rehead,1,0,0,11,1,0,0,5,0,0,89,3,0,0,-0.0,0,0,1.8261317114080953,-0.0,0,0
4f4a304b-0e65-467e-b07e-155c528ceb15_gdc_realn_rehead,1,1,1,17,0,0,0,8,2,2,92,0,0,0,-0.0,-0.0,-0.0,1.767399302591275,0,0,0
4f65e591-fba3-41aa-898f-f9a4fbd7a456_gdc_realn_rehead,3,1,0,6,0,0,0,8,2,0,85,0,0,0,1.0397207708399179,-0.0,0,1.1022090574755339,0,0,0
50b6aa8d-3938-4299-9da3-d518d4d3fc19_gdc_realn_rehead,2,1,3,6,0,0,0,4,2,72,479,0,0,0,0.6931471805599453,-0.0,0.33987883041406175,0.257999498882215,0,0,0
5184a284-2486-4c21-acdd-b52e3b3d014f_gdc_realn_rehead,10,3,4,19,3,1,0,273,9,48,865,11,2,0,1.1340502161144337,0.9950269901795212,0.6691451258356723,1.004657635777168,0.9949236325717751,-0.0,0
51ccb3d6-e0d2-4729-991e-46809c28a463_gdc_realn_rehead,3,0,0,10,0,0,0,10,0,0,249,0,0,0,1.0296530140645737,0,0,1.2519529483815066,0,0,0
53043feb-0213-4b53-8204-4e6905768234_gdc_realn_rehead,5,3,3,15,0,1,0,400,19,10,1040,0,185,0,0.34499811408155906,0.9097077103274986,0.9502705392332347,0.6921789430447293,0,-0.0,0
53d5d566-f294-448b-ac48-6ffa2ba333b0_gdc_realn_rehead,0,2,0,8,0,0,1,0,6,0,243,0,0,3,0,0.6365141682948128,0,0.5939186878181577,0,0,-0.0
54062cc8-47ba-45da-8b3f-ad5cd845d3e5_gdc_realn_rehead,0,1,1,4,0,0,0,0,3,2,14,0,0,0,0,-0.0,-0.0,1.277034259466139,0,0,0
54c0e424-f5cf-4fc9-8891-ab8ee8c10a8d_gdc_realn_rehead,2,1,1,15,1,3,0,13,4,5,421,3,25,0,0.6901856760188042,-0.0,-0.0,0.7296461189880565,-0.0,0.6350047569400391,0
553fc948-c34d-4a39-ba90-007f43c989f7_gdc_realn_rehead,3,2,0,13,0,0,0,37,6,0,328,0,0,0,0.4869806121924549,0.6365141682948128,0,0.7583614295245027,0,0,0
55427b1d-4160-45fd-a5d4-a72d724e87b4_gdc_realn_rehead,6,4,3,24,0,0,0,58,53,22,1565,0,0,0,1.5142254627581122,1.0454099793809268,0.6001660731596457,0.8071848963711321,0,0,0
55878010-15f1-473e-9361-cf31e1780675_gdc_realn_rehead,4,1,2,14,0,1,0,25,4,4,298,0,4,0,1.2653064906820743,-0.0,0.6931471805599453,1.1263578437640531,0,-0.0,0
56466297-cbb3-4015-b7e5-5dc386bafaee_gdc_realn_rehead,1,0,2,11,0,0,0,2,0,6,60,0,0,0,-0.0,0,0.6365141682948128,1.9202873594199754,0,0,0
56885fdf-ae09-4478-be99-81bd282715eb_gdc_realn_rehead,3,2,0,11,1,1,0,8,8,0,230,2,4,0,1.0397207708399179,0.6615632381579821,0,1.3643417197232073,-0.0,-0.0,0
570f3779-f38b-46f0-a3bb-c8b4e7a97291_gdc_realn_rehead,2,1,0,13,1,0,0,16,2,0,112,2,0,0,0.37677016125643675,-0.0,0,1.9635169862409685,-0.0,0,0
5735edb0-5df0-4425-b5db-614e94f1e2db_gdc_realn_rehead,3,0,2,14,1,0,0,20,0,4,183,2,0,0,0.818808456222877,0,0.6931471805599453,1.815038064752931,-0.0,0,0
57dc603f-e1c0-4fc0-9ed9-76dd5b6f9bd4_gdc_realn_rehead,4,3,1,16,0,1,0,26,13,19,392,0,4,0,1.185127903560458,1.0123308391031733,-0.0,0.6629743275475646,0,-0.0,0
59ccaf6f-f899-4df4-9b52-fc7695e38e2b_gdc_realn_rehead,2,1,1,9,0,1,0,6,2,2,95,0,2,0,0.6365141682948128,-0.0,-0.0,1.4244027911452921,0,-0.0,0
5a18610b-7150-42ec-86c0-6c2fa4c1e96e_gdc_realn_rehead,5,5,0,11,1,0,0,20,22,0,317,3,0,0,1.5148560404565352,1.5183498837965292,0,0.6491489812786823,-0.0,0,0
5a58a203-4295-49a4-9534-5e5d64ba8072_gdc_realn_rehead,2,4,0,14,0,1,0,25,37,0,242,0,3,0,0.6268694575724263,1.064703042106019,0,1.3060811075371501,0,-0.0,0
5a66bb8d-7df6-4655-806d-1451370d27a9_gdc_realn_rehead,0,1,0,5,0,0,0,0,2,0,16,0,0,0,0,-0.0,0,1.5154125178887332,0,0,0
5ae7f9d8-5f6e-49d7-b534-749406ef219a_gdc_realn_rehead,2,2,0,15,0,1,0,8,10,0,298,0,3,0,0.6931471805599453,0.5004024235381879,0,1.0745272824301075,0,-0.0,0
5b8d2548-b32e-4abb-9244-a618b1b2852e_gdc_realn_rehead,1,1,3,16,1,1,0,16,2,32,450,2,36,0,-0.0,-0.0,0.8064769418829218,1.107068558865354,-0.0,-0.0,0
5d1029d3-bcb8-4e73-9f03-08e612ddb0a1_gdc_realn_rehead,5,1,1,9,1,0,0,593,6,3,988,4,0,0,0.3504851205554594,-0.0,-0.0,0.3661135650449716,-0.0,0,0
5d302c0e-bbc1-4b3e-afa2-40e2b4c3ded4_gdc_realn_rehead,3,1,2,9,1,1,0,6,6,6,194,10,3,0,1.0986122886681096,-0.0,0.6365141682948128,1.0373735584828503,-0.0,-0.0,0
5e080558-87c4-435a-adae-4979ac558b71_gdc_realn_rehead,0,0,0,7,0,0,0,0,0,0,72,0,0,0,0,0,0,1.2783660625363842,0,0,0
5e0d7cfd-bdd0-421a-8356-c3dba1558539_gdc_realn_rehead,3,4,2,13,1,0,0,23,73,21,979,3,0,0,0.9183987247993114,0.9834356608668807,0.31449220128141064,0.7253192448493487,-0.0,0,0
5e10a745-ce02-4f51-a10d-1d2ff6aa7705_gdc_realn_rehead,1,2,0,8,0,1,0,20,4,0,146,0,2,0,-0.0,0.6931471805599453,0,0.9266482348893375,0,-0.0,0
5f0be065-3b20-46c4-955a-d5999c10de09_gdc_realn_rehead,5,1,5,13,0,0,0,47,2,21,685,0,0,0,1.196046174021717,-0.0,1.4892514858787687,0.5959564541944508,0,0,0
61ade99b-6f87-48d1-b094-51237e96a93f_gdc_realn_rehead,2,0,0,9,0,1,0,11,0,0,202,0,2,0,0.47413931305783735,0,0,0.8780949704604718,0,-0.0,0
61e4c92d-c8f5-45f9-a623-5477af66e193_gdc_realn_rehead,2,2,2,9,0,0,0,37,4,14,112,0,0,0,0.21028341228613337,0.6931471805599453,0.5195798391305154,1.0266331546294418,0,0,0
622b8be1-0f2b-42cb-b37b-1f6e1c42cc43_gdc_realn_rehead,8,5,6,16,0,1,0,123,40,53,1102,0,38,0,1.7733811196193068,1.3697816122074418,1.4794429880452127,0.8769501462873923,0,-0.0,0
629ff0b5-b038-4dca-892b-52d014026bea_gdc_realn_rehead,8,5,4,20,0,2,0,105,44,16,1131,0,8,0,0.9235498147585777,1.2742599530204912,1.2820462400528454,1.0406363825442047,0,0.6615632381579821,0
6390b64d-f005-4a35-bceb-21ddbe91ca7b_gdc_realn_rehead,3,2,1,16,1,0,0,37,6,10,1105,6,0,0,0.718771370031374,0.6365141682948128,-0.0,0.7122208693855339,-0.0,0,0
63a21fb0-97c3-4bad-b9b2-28236484e675_gdc_realn_rehead,2,1,2,11,0,1,0,15,5,9,144,0,2,0,0.39267446722755217,-0.0,0.5297061990576545,1.2102901087896138,0,-0.0,0
64a3e6a5-00fb-4597-ae40-490f9582e08e_gdc_realn_rehead,5,0,0,10,0,0,0,52,0,0,267,0,0,0,1.3832667845299038,0,0,1.130622214505324,0,0,0
64d942e2-03e9-473e-986f-2b0e0e7efb74_gdc_realn_rehead,2,0,0,9,0,0,0,12,0,0,237,0,0,0,0.45056120886630463,0,0,0.9962553352494891,0,0,0
64e21887-298b-4768-8946-cf8fbfae611c_gdc_realn_rehead,1,1,0,8,0,0,0,15,2,0,279,0,0,0,-0.0,-0.0,0,0.5663864369578605,0,0,0
650f377d-7d3b-4f04-ad9c-000acca77177_gdc_realn_rehead,11,4,5,13,0,1,0,314,112,15,1582,0,5,0,1.7068300973142225,0.5493041401268876,1.5867847075280475,0.7751707226402125,0,-0.0,0
65839088-5527-4008-9232-142ee8e0e627_gdc_realn_rehead,2,0,1,6,0,0,0,4,0,3,149,0,0,0,0.6931471805599453,0,-0.0,0.9230430902967675,0,0,0
65a9eeca-f426-48d7-bbb6-5b8e50c48866_gdc_realn_rehead,2,1,0,6,0,0,0,4,2,0,73,0,0,0,0.6931471805599453,-0.0,0,1.1460281922291962,0,0,0
67295c38-9cc0-4492-b782-05f762173b63_gdc_realn_rehead,3,0,1,9,0,1,0,9,0,2,96,0,2,0,1.0608569471580214,0,-0.0,1.3270582149788206,0,-0.0,0
67d4b7aa-1d22-4f4b-af8a-40c1cb55585c_gdc_realn_rehead,12,8,4,28,2,1,0,441,91,10,1921,4,31,0,1.2511477432563543,1.4840770130780794,1.3321790402101223,1.2014791051787237,0.6931471805599453,-0.0,0
67dd9f18-b0ba-48ef-a01c-cefe2cee9263_gdc_realn_rehead,4,7,3,26,3,1,0,55,640,14,2675,26,53,0,1.0169985794234584,0.6613485464168999,0.9799711820833054,0.7997231756305542,0.7902679680745903,-0.0,0
67e0bb40-5006-4c03-839a-8bf3f9383b71_gdc_realn_rehead,2,1,1,4,0,0,0,35,7,2,121,0,0,0,0.21903252178902116,-0.0,-0.0,0.8751713074248356,0,0,0
67e31df5-7c79-4f2c-ad71-1a4bc376c728_gdc_realn_rehead,1,1,3,14,0,1,0,2,2,16,205,0,254,0,-0.0,-0.0,0.9470571522825082,1.013162833843629,0,-0.0,0
683f4b38-7db7-48c9-a092-95ed77020dec_gdc_realn_rehead,5,9,1,18,0,1,0,134,93,36,531,0,117,0,1.0658879335208957,1.152878408590582,-0.0,1.6958297634827624,0,-0.0,0
692d70a3-ee5a-4fb5-a99f-17cd77bb5274_gdc_realn_rehead,0,0,0,3,0,0,0,0,0,0,13,0,0,0,0,0,0,0.8305178252872478,0,0,0
693e7634-9033-4f5e-bd11-bd811bc14643_gdc_realn_rehead,3,3,1,12,0,0,0,16,11,4,257,0,0,0,0.9743147528693494,0.9949236325717751,-0.0,0.9908886125801345,0,0,0
6a0cd3af-dcb9-484c-b1b3-9775f0d420d6_gdc_realn_rehead,0,0,0,6,0,0,0,0,0,0,82,0,0,0,0,0,0,1.1316629322573313,0,0,0
6a30bada-db34-45d8-af22-2a185cfc120b_gdc_realn_rehead,1,1,0,9,0,1,0,3,5,0,58,0,3,0,-0.0,-0.0,0,1.9053106130113913,0,-0.0,0
6b2a28d5-bd0a-4d50-93e2-eb30e1df63de_gdc_realn_rehead,0,0,0,3,0,0,0,0,0,0,18,0,0,0,0,0,0,0.8486855577264172,0,0,0
6b7dbced-5cd2-47b2-96c8-595f96022294_gdc_realn_rehead,1,0,0,7,0,0,0,6,0,0,116,0,0,0,-0.0,0,0,1.016613037218036,0,0,0
6b81ca60-c91e-447d-8658-d3797422e4c7_gdc_realn_rehead,1,1,0,7,0,0,0,3,2,0,65,0,0,0,-0.0,-0.0,0,1.3455032713033312,0,0,0
6c329a5f-3866-4cc1-9d5e-a43413d188b5_gdc_realn_rehead,2,1,0,7,0,1,0,6,2,0,107,0,5,0,0.6365141682948128,-0.0,0,1.1542693164648372,0,-0.0,0
6cf978de-3700-4532-812a-ea18e9db99d0_gdc_realn_rehead,4,5,2,17,1,1,0,53,45,16,864,2,2,0,0.7703167195473367,1.3362297577411821,0.6210863745552451,0.7411971199109662,-0.0,-0.0,0
6d839a7d-c199-46ba-a724-567e412491f9_gdc_realn_rehead,5,3,1,21,1,1,0,53,10,3,764,2,73,0,1.4112039399048026,0.9502705392332347,-0.0,1.119262670166625,-0.0,-0.0,0
6dc766aa-8f14-45fb-9fda-91c3cad1b887_gdc_realn_rehead,1,0,0,8,0,0,0,2,0,0,35,0,0,0,-0.0,0,0,1.753801366241782,0,0,0
6dd4b73b-402d-40c7-bdf9-88d9e0b884fd_gdc_realn_rehead,4,2,2,10,0,1,0,13,9,7,635,0,8,0,1.3778195080390327,0.6365141682948128,0.6829081047004717,0.42002613205217876,0,-0.0,0
6e3dbbf4-ea7c-438f-a944-55adb7c291d5_gdc_realn_rehead,6,4,2,23,1,1,0,76,216,4,795,2,46,0,1.3366218686450129,0.9635776873233057,0.6931471805599453,1.1432143655416602,-0.0,-0.0,0
6e627740-aff8-401c-a422-72124ddcc3bb_gdc_realn_rehead,2,1,1,9,0,0,0,14,4,10,333,0,0,0,0.410116318288409,-0.0,-0.0,0.8827266630902484,0,0,0
6e6c5ce6-22d8-415b-bf7e-ebd17aafa134_gdc_realn_rehead,3,2,1,12,2,0,0,31,4,7,1496,25,0,0,0.7161414579413184,0.6931471805599453,-0.0,0.8546842941168147,0.2787693717685874,0,0
6e775578-86ad-4eed-a8fc-04e6932fb458_gdc_realn_rehead,3,1,0,6,1,0,0,6,2,0,442,2,0,0,1.0986122886681096,-0.0,0,0.2371978606739859,-0.0,0,0
6e7c601a-fcc9-4900-9fab-9fee704870c0_gdc_realn_rehead,6,1,1,10,0,2,1,90,5,17,883,0,10,2,1.3491130779136788,-0.0,-0.0,0.6428567757689846,0,0.5004024235381879,-0.0
6ee0d570-56f7-4f3b-b4ef-3b61bcbbd80a_gdc_realn_rehead,6,5,4,16,2,2,0,42,25,33,731,4,25,0,1.535029054222401,1.524285804205122,0.6738870019065845,1.037905107435786,0.6931471805599453,0.5929533174474745,0
6fe45113-a972-4513-a09d-7ee22735cc2f_gdc_realn_rehead,3,1,0,13,1,1,0,14,2,0,526,2,5,0,0.8921178708188162,-0.0,0,0.6057560639053264,-0.0,-0.0,0
700b909a-e581-4838-b3c1-b94a6af9094d_gdc_realn_rehead,6,3,1,11,0,1,0,30,12,2,223,0,2,0,1.4403297222866394,1.0114042647073516,-0.0,0.687658355480052,0,-0.0,0
7089a19e-1191-43cb-8eb5-e727e3c11568_gdc_realn_rehead,6,0,3,17,0,2,0,115,0,13,1128,0,8,0,1.362715919056506,0,0.9839614460010255,0.8428274858067432,0,0.5623351446188083,0
71422d62-6272-4057-a44c-dd1933eaa8b8_gdc_realn_rehead,3,1,0,7,0,0,0,12,2,0,159,0,0,0,0.8675632284814612,-0.0,0,0.5051135210037293,0,0,0
71ec6db2-83f0-46c0-bad4-eb6185f424dc_gdc_realn_rehead,1,1,2,8,0,0,0,18,3,5,90,0,0,0,-0.0,-0.0,0.6730116670092565,1.0859685733275206,0,0,0
726e24ff-5bc5-4ca4-ba0e-921acd58de55_gdc_realn_rehead,2,3,0,13,1,3,0,31,6,0,185,17,29,0,0.23921709381651282,1.0986122886681096,0,1.131789728360246,-0.0,0.7175045098358934,0
733f7529-2a95-4998-9ef6-ee51ee94219b_gdc_realn_rehead,1,0,2,12,0,1,0,8,0,4,121,0,8,0,-0.0,0,0.6931471805599453,1.2090695656791939,0,-0.0,0
7340ec23-6cc9-40cc-928a-5e7ef7aee6d2_gdc_realn_rehead,6,3,2,14,1,1,0,122,37,8,650,2,7,0,1.2110878088883898,0.6651177640555062,0.6615632381579821,0.96570079504783,-0.0,-0.0,0
7441bfa1-cfbc-4032-b321-73c63e3e03f4_gdc_realn_rehead,2,0,1,10,2,1,0,6,0,2,82,6,4,0,0.6931471805599453,0,-0.0,1.5881248387120186,0.6365141682948128,-0.0,0
74be9457-39ce-4029-9076-53b0e57d2067_gdc_realn_rehead,5,2,1,17,0,1,0,24,4,85,1387,0,83,0,1.2801199014925229,0.6931471805599453,-0.0,0.2868019659466297,0,-0.0,0
74ed9e1a-5263-4d95-8ff9-63e5dc9b91b1_gdc_realn_rehead,4,2,1,16,0,1,0,18,15,2,1258,0,189,0,1.0027182645175161,0.6365141682948128,-0.0,0.9009827626060896,0,-0.0,0
7505607d-48c9-43ab-bce8-283ff7d6ce6c_gdc_realn_rehead,4,2,2,14,0,1,0,109,5,30,508,0,387,0,0.8589469670333936,0.6730116670092565,0.39267446722755217,0.6718810927607893,0,-0.0,0
7548dffa-bc4a-41f8-aa23-ad733e82706f_gdc_realn_rehead,2,2,0,9,0,2,0,12,7,0,186,0,5,0,0.6791932659915256,0.5982695885852573,0,1.3467624065278923,0,0.6730116670092565,0
755cf943-64da-48f7-9c92-ebda57d9253a_gdc_realn_rehead,1,0,1,10,1,2,0,2,0,3,200,2,11,0,-0.0,0,-0.0,1.0949944412918502,-0.0,0.6554817739013927,0
75f17276-0648-4ecd-9381-82febb3df410_gdc_realn_rehead,3,1,1,8,0,2,0,6,2,7,468,0,30,0,1.0986122886681096,-0.0,-0.0,1.0846246444070362,0,0.39267446722755217,0
761d3c86-fe0a-4e2f-a766-bc55f5eb60ca_gdc_realn_rehead,10,6,2,25,1,1,0,54,84,7,2071,2,69,0,1.8831266989462898,1.4187915648638867,0.6829081047004717,1.0183493717978114,-0.0,-0.0,0
766f3ef2-d1a3-46a8-9881-966e8e2b9b02_gdc_realn_rehead,2,2,0,9,0,1,0,11,4,0,159,0,5,0,0.47413931305783735,0.6931471805599453,0,1.1893399340880921,0,-0.0,0
76a0703a-0540-4ca8-baa8-128a52b0846d_gdc_realn_rehead,7,2,3,19,1,1,0,103,7,9,1268,7,29,0,1.4409980449564392,0.5982695885852573,0.9950269901795212,0.7610377948719275,-0.0,-0.0,0
78c51f79-089a-42e5-acb7-4ba3daef41af_gdc_realn_rehead,3,1,1,18,0,1,0,12,15,2,240,0,5,0,1.0114042647073516,-0.0,-0.0,1.4790624465863156,0,-0.0,0
79c5c92d-4f9b-4495-b9ce-957581959297_gdc_realn_rehead,6,4,2,16,1,2,0,195,34,9,1179,2,41,0,0.8479094413657347,1.1031872178526116,0.5297061990576545,1.0524856798543911,-0.0,0.4570445330375596,0
7bf2426a-6731-4065-a201-8bce925a16f6_gdc_realn_rehead,2,1,1,6,0,1,0,8,2,2,74,0,14,0,0.5623351446188083,-0.0,-0.0,1.1270267711161428,0,-0.0,0
7c655f4f-eb75-41be-9aba-69dd050a6dd9_gdc_realn_rehead,0,0,1,7,0,0,0,0,0,3,85,0,0,0,0,0,-0.0,1.254985393566195,0,0,0
7e92084b-a836-48c0-8868-5704aae62707_gdc_realn_rehead,4,2,2,16,0,0,0,26,5,10,1100,0,0,0,1.2294987330669933,0.6730116670092565,0.5004024235381879,0.3043132964332752,0,0,0
7f274fba-b331-4f6d-b257-66767f383ca8_gdc_realn_rehead,0,0,0,8,0,0,0,0,0,0,22,0,0,0,0,0,0,2.019814992492946,0,0,0
7f52e834-0d94-4b6a-8c0d-3648a26c74c7_gdc_realn_rehead,4,0,2,13,1,1,0,39,0,23,205,2,8,0,1.0491656444292343,0,0.2954391918721161,0.9882537707349737,-0.0,-0.0,0
80146f71-c080-4e91-8965-e385428ba930_gdc_realn_rehead,3,1,1,8,0,0,0,45,2,2,246,0,0,0,0.3615726351677331,-0.0,-0.0,0.8600637296106008,0,0,0
80c84645-5441-4a13-9b44-c5d6b4909d93_gdc_realn_rehead,7,5,1,15,0,1,1,84,86,18,1992,0,8,2,1.3901277741783322,0.43843490176202266,-0.0,0.35006191736450915,0,-0.0,-0.0
8119c9fe-3782-4452-b257-e508264b8fd1_gdc_realn_rehead,6,3,0,13,1,0,0,104,26,0,472,9,0,0,0.8651494578758024,0.7663521182273951,0,1.3457204537114555,-0.0,0,0
81262d4b-a7e0-41fe-a474-03773d38e05e_gdc_realn_rehead,1,0,0,8,0,0,0,45,0,0,100,0,0,0,-0.0,0,0,1.4011106897592915,0,0,0
81b1a729-4023-467f-b33c-036c59ca0942_gdc_realn_rehead,10,6,2,30,1,1,0,96,27,10,1353,5,35,0,1.7537871420544962,1.5613381495602683,0.5004024235381879,1.1035931451570176,-0.0,-0.0,0
821336cd-4fc5-4050-8e19-92549c352dce_gdc_realn_rehead,3,0,1,7,0,0,0,10,0,2,60,0,0,0,0.9502705392332347,0,-0.0,1.1116287666137332,0,0,0
8240cbf4-714b-4f3e-8b66-1d54bcf5700c_gdc_realn_rehead,4,2,2,6,0,1,0,47,43,14,412,0,9,0,0.9720374743467444,0.3594451475127912,0.6829081047004717,0.38814099179937517,0,-0.0,0
829fab3d-092a-48a2-9949-fc3fd625658d_gdc_realn_rehead,1,2,0,10,0,0,0,20,9,0,525,0,0,0,-0.0,0.6869615765973234,0,1.0255421551704886,0,0,0
